Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_04597,2025-07-10,20:06:55,July,2025,Thursday,Investment Scam,Fake SEBI Registration,High,Young Professionals,invest@mlm-fasttrack.com,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"REAL ESTATE QUICK PROFIT SCHEME: Invest in our upcoming township project and get 200% returns in just 6 months. How: We purchase distressed properties at 50% below market value, renovate and sell at full price. You share in the profit. Minimum investment: Rs. 2,00,000. Expected returns: Rs. 6,00,000 in 180 days. Government approved project. Legal documents available. 500 investors already enrolled. Limited slots remaining. Book your slot by 2025-07-10: trade@real-estate-quick.net","Rs. 160,000",Fraud/Spam
FRAUD_05000,2025-07-10,22:35:35,July,2025,Thursday,Investment Scam,Guaranteed Returns,High,Middle Class,returns@gold-investment-2025.biz,Real estate scheme: 200% profit in 6 months,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 490,000",Fraud/Spam
FRAUD_00842,2025-07-11,23:05:30,July,2025,Friday,Phishing,Fake Login Page,High,Bank Account,support@axisbank-alert.net,ICICI Bank: Unusual activity detected,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$1,000,000",Fraud/Spam
FRAUD_04545,2025-07-11,12:59:50,July,2025,Friday,Investment Scam,Crypto Fraud,Critical,Young Professionals,returns@mutual-fund-expert.biz,Gold investment scheme: 35% returns annually,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 440,000",Fraud/Spam
FRAUD_04813,2025-07-11,13:34:20,July,2025,Friday,Investment Scam,Fake SEBI Registration,Critical,Young Professionals,profit@nse-tips-insider.com,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 180,000",Fraud/Spam
FRAUD_02596,2025-07-11,04:49:04,July,2025,Friday,Job Offer Scam,Advance Fee,High,Housewives,hr@infosys-remote-2025.com,"Work from home and earn Rs. 50,000/month","Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 330,000",Fraud/Spam
FRAUD_00726,2025-07-11,13:20:41,July,2025,Friday,Phishing,Urgency Tactics,High,Shopping Account,support@axisbank-alert.net,Urgent: Verify your bank account now,"Your Amazon account shows a new order of Rs. 45,999 placed on 2025-07-11 from an unrecognized device. If you did not place this order, your account may be compromised. Cancel this order and secure your account immediately at: http://amazon-account-secure.net. Provide your email, password and OTP to verify.","$1,000,000",Fraud/Spam
FRAUD_02372,2025-07-11,02:49:21,July,2025,Friday,Job Offer Scam,Too Good To Be True Salary,High,Working Professionals,jobs@data-entry-work.net,Google remote job: Apply now,"AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2025-07-11. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 120,000",Fraud/Spam
FRAUD_00161,2025-07-11,05:28:24,July,2025,Friday,Phishing,Account Suspension Threat,High,Streaming Account,noreply@hdfc-secure.net,HDFC Bank: Update your KYC immediately,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$750,000",Fraud/Spam
FRAUD_00038,2025-07-12,13:16:50,July,2025,Saturday,Phishing,Account Suspension Threat,Critical,Streaming Account,security@paypa1-alert.com,Amazon: Suspicious order placed on your account,"Your PayPal account has been limited due to unusual activity detected on 2025-07-12. To restore full access to your account, please verify your information at: http://paypa1-secure-account.com. You will need to provide your full name, date of birth, billing address, and credit card details. Failure to verify within 48 hours will result in permanent account suspension.","$450,000",Fraud/Spam
FRAUD_04648,2025-07-12,12:25:05,July,2025,Saturday,Investment Scam,Fake SEBI Registration,High,Young Professionals,returns@gold-investment-2025.biz,Real estate scheme: 200% profit in 6 months,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 250,000",Fraud/Spam
FRAUD_02957,2025-07-12,14:41:05,July,2025,Saturday,Job Offer Scam,Advance Fee,High,Unemployed,hr@infosys-remote-2025.com,Google remote job: Apply now,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2025-07-12.","Rs. 370,000",Fraud/Spam
FRAUD_03121,2025-07-13,18:18:05,July,2025,Sunday,Bank Fraud,Fake Transaction Alert,High,Senior Citizens,alerts@kotak-verify.biz,Your bank account is on hold,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2025-07-13 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 400,000",Fraud/Spam
FRAUD_03085,2025-07-13,21:19:43,July,2025,Sunday,Bank Fraud,Card Blocking Threat,Critical,Senior Citizens,security@yes-bank-verify.biz,Axis Bank: Your net banking is suspended,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2025-07-13. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 280,000",Fraud/Spam
FRAUD_02599,2025-07-13,13:50:30,July,2025,Sunday,Job Offer Scam,Advance Fee,Medium,Students,careers@tcs-wfh-hiring.org,Part-time job: Earn Rs. 5000/day from home,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2025-07-13.","Rs. 400,000",Fraud/Spam
FRAUD_02851,2025-07-13,17:58:56,July,2025,Sunday,Job Offer Scam,Too Good To Be True Salary,High,Working Professionals,recruiter@typing-jobs-online.biz,Part-time job: Earn Rs. 5000/day from home,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2025-07-13.","Rs. 440,000",Fraud/Spam
FRAUD_00200,2025-07-13,08:44:41,July,2025,Sunday,Phishing,Credential Harvesting,Critical,Shopping Account,security@kotakbank-verify.biz,Your PayPal account has been suspended,"Your Amazon account shows a new order of Rs. 45,999 placed on 2025-07-13 from an unrecognized device. If you did not place this order, your account may be compromised. Cancel this order and secure your account immediately at: http://amazon-account-secure.net. Provide your email, password and OTP to verify.","$850,000",Fraud/Spam
FRAUD_02661,2025-07-13,02:23:25,July,2025,Sunday,Job Offer Scam,Urgency Tactics,High,Housewives,hiring@google-remote-jobs.net,TCS is hiring remote workers urgently,"GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2025-07-13.","Rs. 380,000",Fraud/Spam
FRAUD_02420,2025-07-14,16:36:18,July,2025,Monday,Job Offer Scam,Urgency Tactics,Medium,Unemployed,recruiter@typing-jobs-online.biz,"Online typing jobs: Earn Rs. 30,000/month","GOOGLE INDIA REMOTE HIRING: Google is recruiting Work-From-Home Customer Support Executives. Salary: Rs. 55,000/month + Rs. 10,000 performance bonus. Requirements: Graduate, Basic English, Internet connection. Joining: Immediate. Registration fee: Rs. 2,000 (adjusted in first salary). Send your resume to hiring@google-remote-jobs.net. Interview will be conducted via WhatsApp. Offer expires 2025-07-14.","Rs. 460,000",Fraud/Spam
FRAUD_02532,2025-07-14,02:45:30,July,2025,Monday,Job Offer Scam,Brand Impersonation,High,Students,hr@infosys-remote-2025.com,TCS is hiring remote workers urgently,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 460,000",Fraud/Spam
FRAUD_03723,2025-07-15,19:47:38,July,2025,Tuesday,Bank Fraud,Fake Transaction Alert,Critical,Rural Customers,alerts@kotak-verify.biz,HDFC: Your debit card is blocked,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2025-07-15 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 130,000",Fraud/Spam
FRAUD_03271,2025-07-15,18:08:48,July,2025,Tuesday,Bank Fraud,Fake Transaction Alert,High,Rural Customers,support@icici-fraud-alert.com,Urgent: Update your KYC or account will be frozen,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-15. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 150,000",Fraud/Spam
FRAUD_01919,2025-07-16,09:49:41,July,2025,Wednesday,Lottery Fraud,Urgency + Expiry,Medium,Working Professionals,winner@euromillions-claim.com,United Nations Lottery: You have been selected,"OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2025-07-16. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$100,000",Fraud/Spam
FRAUD_00266,2025-07-16,06:24:12,July,2025,Wednesday,Phishing,Urgency Tactics,High,Streaming Account,alert@netflix-billing.net,Security Alert: Verify your identity,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$300,000",Fraud/Spam
FRAUD_00673,2025-07-16,09:54:47,July,2025,Wednesday,Phishing,Urgency Tactics,Critical,Email Account,alert@icici-login.info,Paytm: Your wallet is temporarily blocked,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$900,000",Fraud/Spam
FRAUD_03295,2025-07-16,14:10:16,July,2025,Wednesday,Bank Fraud,RBI Impersonation,Critical,Rural Customers,noreply@pnb-kyc-renewal.com,SBI Alert: Suspicious transaction detected,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-16. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 40,000",Fraud/Spam
FRAUD_03602,2025-07-16,20:06:07,July,2025,Wednesday,Bank Fraud,Card Blocking Threat,Critical,Rural Customers,security@axis-bank-update.net,RBI Directive: Update KYC within 24 hours,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-16. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 170,000",Fraud/Spam
FRAUD_02021,2025-07-16,00:05:37,July,2025,Wednesday,Job Offer Scam,Advance Fee,Medium,Freshers,careers@tcs-wfh-hiring.org,Google remote job: Apply now,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 400,000",Fraud/Spam
FRAUD_02472,2025-07-17,20:34:13,July,2025,Thursday,Job Offer Scam,Advance Fee,High,Unemployed,recruiter@typing-jobs-online.biz,YouTube like and subscribe job: Rs. 2000/day,"PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 130,000",Fraud/Spam
FRAUD_00305,2025-07-17,15:02:10,July,2025,Thursday,Phishing,Urgency Tactics,High,Bank Account,support@axisbank-alert.net,Google Account: Sign-in attempt blocked,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$750,000",Fraud/Spam
FRAUD_01994,2025-07-17,07:39:54,July,2025,Thursday,Lottery Fraud,Advance Fee,Medium,Working Professionals,prize@rbi-lottery-scheme.com,Your email won our international lottery,"Dear Lucky Winner! The WhatsApp Lottery Board is pleased to notify you that your WhatsApp number was selected as one of the 10 lucky winners in our 2025 Annual Draw. Prize Amount: $250,000 USD. To claim, send the following to winner@whatsapp-lottery-2025.com: Full Name, Age, Country, Occupation, Phone Number, and Bank Details. A tax clearance fee of $100 must be paid before funds are released.","$850,000",Fraud/Spam
FRAUD_03919,2025-07-17,21:14:01,July,2025,Thursday,Bank Fraud,Fake Transaction Alert,High,Senior Citizens,alerts@kotak-verify.biz,RBI Directive: Update KYC within 24 hours,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2025-07-17 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 440,000",Fraud/Spam
FRAUD_00669,2025-07-17,07:33:13,July,2025,Thursday,Phishing,Urgency Tactics,Critical,Shopping Account,alert@netflix-billing.net,Netflix: Payment failed - Update details,"ICICI Bank Alert: An unusual transaction of Rs. 28,500 was attempted on your account on 2025-07-17. If this was not authorized by you, please immediately secure your account at: http://icici-secure-banking.net. Enter your Customer ID, password and debit card details to block this transaction and protect your account.","$900,000",Fraud/Spam
FRAUD_03790,2025-07-18,10:37:04,July,2025,Friday,Bank Fraud,KYC Fraud,High,Senior Citizens,security@axis-bank-update.net,Account freeze notice: Immediate action required,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-18. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 250,000",Fraud/Spam
FRAUD_04896,2025-07-18,07:22:00,July,2025,Friday,Investment Scam,Advance Fee,Critical,Young Professionals,invest@bitcoin-guaranteed.net,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"GUARANTEED FOREX RETURNS: Our expert forex traders earn Rs. 10,000-25,000 daily using our proven strategy. We are now offering managed accounts where you invest and we trade on your behalf. Returns: 8-12% monthly guaranteed. Minimum investment: $500. Your funds are held in a regulated broker account. Monthly withdrawal available. Our traders have 15 years of experience. Join our exclusive group of 5,000 investors. Proof of earnings available on request. Contact: trade@forex-daily-profit.org","Rs. 80,000",Fraud/Spam
FRAUD_03670,2025-07-18,09:13:21,July,2025,Friday,Bank Fraud,KYC Fraud,High,Bank Account Holders,security@axis-bank-update.net,Urgent: Update your KYC or account will be frozen,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-18. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 380,000",Fraud/Spam
FRAUD_04347,2025-07-19,17:16:59,July,2025,Saturday,Investment Scam,Guaranteed Returns,Critical,Middle Class,trade@real-estate-quick.net,"Insider stock tips: Rs. 10,000 becomes Rs. 1,00,000","EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 360,000",Fraud/Spam
FRAUD_04852,2025-07-19,05:56:13,July,2025,Saturday,Investment Scam,Advance Fee,Critical,Middle Class,trade@forex-daily-profit.org,"Insider stock tips: Rs. 10,000 becomes Rs. 1,00,000","SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 150,000",Fraud/Spam
FRAUD_02099,2025-07-20,15:02:43,July,2025,Sunday,Job Offer Scam,Advance Fee,Medium,Freshers,jobs@data-entry-work.net,TCS is hiring remote workers urgently,"AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2025-07-20. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 270,000",Fraud/Spam
FRAUD_01139,2025-07-20,09:48:28,July,2025,Sunday,Lottery Fraud,Brand Impersonation,High,Senior Citizens,prize@rbi-lottery-scheme.com,"Congratulations! You have won $1,000,000","MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2025-07-20. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$1,000,000",Fraud/Spam
FRAUD_01148,2025-07-20,16:45:33,July,2025,Sunday,Lottery Fraud,Urgency + Expiry,High,Working Professionals,prize@whatsapp-lottery-2025.com,RBI Approved Lottery: Claim your prize,"COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$700,000",Fraud/Spam
FRAUD_01159,2025-07-20,08:48:46,July,2025,Sunday,Lottery Fraud,Urgency + Expiry,Medium,Working Professionals,claims@united-nations-lottery.org,"Claim your prize of £500,000 now","CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2025-07-20. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$250,000",Fraud/Spam
FRAUD_02076,2025-07-20,18:58:37,July,2025,Sunday,Job Offer Scam,Advance Fee,Medium,Unemployed,hr@work-from-home-jobs.net,YouTube like and subscribe job: Rs. 2000/day,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 240,000",Fraud/Spam
FRAUD_00180,2025-07-20,00:27:14,July,2025,Sunday,Phishing,Credential Harvesting,Critical,Email Account,security@paypa1-alert.com,Urgent: Verify your bank account now,"Dear SBI Customer, Your SBI NetBanking account has been temporarily blocked due to multiple failed login attempts. To unblock your account and resume normal banking, please verify your details at: http://sbi-netbanking-verify.com. Keep your Debit Card and OTP ready. This link expires in 12 hours.","$450,000",Fraud/Spam
FRAUD_04643,2025-07-21,22:52:50,July,2025,Monday,Investment Scam,Fake SEBI Registration,High,Young Professionals,profit@nse-tips-insider.com,Risk-free investment: 40% annual return,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 320,000",Fraud/Spam
FRAUD_03268,2025-07-21,13:17:47,July,2025,Monday,Bank Fraud,RBI Impersonation,Critical,Rural Customers,security@axis-bank-update.net,HDFC: Your debit card is blocked,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2025-07-21 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 90,000",Fraud/Spam
FRAUD_01037,2025-07-21,14:19:31,July,2025,Monday,Lottery Fraud,Advance Fee,High,Working Professionals,claims@united-nations-lottery.org,Your email won our international lottery,"MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2025-07-21. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$700,000",Fraud/Spam
FRAUD_02105,2025-07-21,17:51:46,July,2025,Monday,Job Offer Scam,Urgency Tactics,Medium,Freshers,recruiter@typing-jobs-online.biz,"Work from home and earn Rs. 50,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 460,000",Fraud/Spam
FRAUD_02178,2025-07-21,10:45:16,July,2025,Monday,Job Offer Scam,Too Good To Be True Salary,Medium,Working Professionals,hr@work-from-home-jobs.net,TCS is hiring remote workers urgently,"PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 500,000",Fraud/Spam
FRAUD_03892,2025-07-21,16:29:35,July,2025,Monday,Bank Fraud,Card Blocking Threat,High,Senior Citizens,noreply@bob-account-alert.com,RBI Directive: Update KYC within 24 hours,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2025-07-21. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 450,000",Fraud/Spam
FRAUD_03784,2025-07-22,13:37:02,July,2025,Tuesday,Bank Fraud,Fake Transaction Alert,High,Senior Citizens,support@rbi-bank-alert.net,PNB: Your account shows unusual activity,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2025-07-22. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 310,000",Fraud/Spam
FRAUD_02058,2025-07-22,19:23:27,July,2025,Tuesday,Job Offer Scam,Brand Impersonation,Medium,Freshers,hr@infosys-remote-2025.com,YouTube like and subscribe job: Rs. 2000/day,"Dear Candidate, We are pleased to inform you that you have been selected for a Work-From-Home Data Entry position with our company. Salary: Rs. 45,000/month. Working Hours: 2-3 hours/day. No prior experience required. You only need a smartphone or laptop and internet connection. To confirm your position, a one-time registration fee of Rs. 500 is required. After registration, tasks and training materials will be provided. Contact: hr@work-from-home-jobs.net","Rs. 310,000",Fraud/Spam
